gene,variable,pval,FDR,ensembl_gene_id,CHR,start,end,entrezgene_id
SEC62,conditionTB,0.92,0.931129301,ENSG00000008952,3,169966635,169998373,7095
SEC63,conditionTB,0.12,0.150519795,ENSG00000025796,6,107867756,107958208,11231
SECISBP2,conditionTB,0,0,ENSG00000187742,9,89318500,89359663,79048
SECISBP2L,conditionTB,2.60E-10,7.25E-10,ENSG00000138593,15,48988476,49046447,9728
SECTM1,conditionTB,4.10E-07,9.25E-07,ENSG00000141574,17,82321024,82334074,6398
SEH1L,conditionTB,0.0046,0.007136487,ENSG00000085415,18,12947133,12987536,81929
SEL1L,conditionTB,2.60E-05,5.03E-05,ENSG00000071537,14,81471547,81533853,6400
SEL1L3,conditionTB,0,0,ENSG00000091490,4,25747433,25863760,23231
SELK,conditionTB,0,0,ENSG00000113811,3,53884417,53891962,58515
SELL,conditionTB,0,0,ENSG00000188404,1,169690665,169711702,6402
SELM,conditionTB,0.0047,0.007281118,ENSG00000198832,22,31104772,31120069,140606
SELO,conditionTB,0.088,0.113373536,ENSG00000073169,22,50200979,50217616,83642
SELP,conditionTB,1.80E-04,3.24E-04,ENSG00000250722,1,169588849,169630193,6403
SELPLG,conditionTB,0,0,ENSG00000110876,12,108621895,108633894,6404
SELT,conditionTB,1.10E-06,2.40E-06,ENSG00000198843,3,150602875,150630445,51714
SEMA3A,conditionTB,0.009,0.013438923,ENSG00000075213,7,83955777,84492724,10371
SEMA3B,conditionTB,0.026,0.03652076,ENSG00000012171,3,50267558,50277546,7869
SEMA3C,conditionTB,2.20E-16,8.48E-16,ENSG00000075223,7,80742538,80922359,10512
SEMA3F,conditionTB,1.90E-12,6.00E-12,ENSG00000001617,3,50155045,50189075,6405
SEMA4A,conditionTB,0.0012,0.001982781,ENSG00000196189,1,156147366,156177752,64218
SEMA4B,conditionTB,0.0018,0.002923692,ENSG00000185033,15,90160604,90229679,10509
SEMA4C,conditionTB,0.013,0.019033428,ENSG00000168758,2,96859718,96870757,54910
SEMA4D,conditionTB,8.60E-10,2.33E-09,ENSG00000187764,9,89360787,89498130,10507
SEMA4F,conditionTB,0.041,0.055915276,ENSG00000135622,2,74654228,74683853,10505
SEMA4G,conditionTB,0.28,0.326176422,ENSG00000095539,10,100969518,100985871,57715
SEMA5A,conditionTB,0.048,0.064641542,ENSG00000112902,5,9035033,9546075,9037
SEMA6A,conditionTB,1,1,ENSG00000092421,5,116443555,116574823,57556
SEMA6B,conditionTB,0,0,ENSG00000167680,19,4542593,4581776,10501
SEMA6C,conditionTB,0.059,0.07818913,ENSG00000143434,1,151131685,151146664,10500
SEMA7A,conditionTB,0,0,ENSG00000138623,15,74409289,74433958,8482
SENP1,conditionTB,1.10E-16,4.29E-16,ENSG00000079387,12,48042897,48106079,29843
SENP2,conditionTB,2.70E-14,9.43E-14,ENSG00000163904,3,185582496,185633551,59343
SENP3,conditionTB,2.10E-04,3.76E-04,ENSG00000161956,17,7561919,7571969,26168
SENP5,conditionTB,2.60E-14,9.09E-14,ENSG00000119231,3,196867856,196934714,205564
SENP6,conditionTB,0.29,0.336590796,ENSG00000112701,6,75601509,75718281,26054
SENP7,conditionTB,0.034,0.047011183,ENSG00000138468,3,101324205,101513241,57337
SENP8,conditionTB,0.77,0.799467935,ENSG00000166192,15,72114258,72143692,123228
15-Sep,conditionTB,0.81,0.835349867,ENSG00000183291,1,86862445,86914424,9403
SEPHS1,conditionTB,0.0025,0.003995653,ENSG00000086475,10,13317428,13348298,22929
SEPHS2,conditionTB,0.45,0.500071582,ENSG00000179918,16,30443631,30445874,22928
SEPN1,conditionTB,0,0,ENSG00000162430,1,25800193,25818221,57190
SEPP1,conditionTB,5.10E-07,1.14E-06,ENSG00000250722,5,42799880,42887392,6414
SEPSECS,conditionTB,0.36,0.409702696,ENSG00000109618,4,25120014,25160550,51091
1-Sep,conditionTB,2.40E-05,4.66E-05,ENSG00000180096,16,30378133,30395991,1731
10-Sep,conditionTB,1.40E-11,4.20E-11,ENSG00000186522,2,109542799,109614143,151011
11-Sep,conditionTB,2.00E-14,7.02E-14,ENSG00000138758,4,76949751,77040384,55752
2-Sep,conditionTB,0,0,ENSG00000168385,2,241315100,241354027,4735
3-Sep,conditionTB,0,0,ENSG00000100167,22,41969475,41998221,55964
4-Sep,conditionTB,1.10E-05,2.21E-05,ENSG00000108387,17,58520250,58544368,5414
5-Sep,conditionTB,0.24,0.283767454,ENSG00000184702,22,19714503,19724224,5413
6-Sep,conditionTB,1.30E-05,2.59E-05,ENSG00000125354,X,119615724,119693370,23157
7-Sep,conditionTB,6.90E-04,0.001173832,ENSG00000122545,7,35800932,35907105,989
8-Sep,conditionTB,3.40E-08,8.28E-08,ENSG00000164402,5,132750819,132807241,23176
9-Sep,conditionTB,0.34,0.388841778,ENSG00000184640,17,77280569,77500596,10801
SEPW1,conditionTB,0.043,0.05835237,ENSG00000178980,19,47778585,47784686,6415
SERAC1,conditionTB,2.60E-11,7.69E-11,ENSG00000122335,6,158109519,158168280,84947
SERBP1,conditionTB,0.0066,0.01003976,ENSG00000142864,1,67407810,67430415,26135
SERF1A,conditionTB,0.022,0.031209666,ENSG00000172058,5,70900669,70918530,8293
SERF1B,conditionTB,0,0,ENSG00000205572,5,70025247,70043113,8293/728492
SERF2,conditionTB,0.28,0.326176422,ENSG00000140264,15,43777087,43804427,10169
SERGEF,conditionTB,0.081,0.104964942,ENSG00000129158,11,17788048,18013047,26297
SERHL2,conditionTB,0.97,0.973204079,ENSG00000183569,22,42553617,42574382,253190
SERINC1,conditionTB,0,0,ENSG00000111897,6,122443351,122471807,57515
SERINC2,conditionTB,0.027,0.037826532,ENSG00000168528,1,31409565,31434680,347735
SERINC3,conditionTB,5.50E-05,1.04E-04,ENSG00000132824,20,44496221,44522085,10955
SERINC4,conditionTB,0.037,0.050917364,ENSG00000184716,15,43794162,43800220,619189
SERINC5,conditionTB,0,0,ENSG00000164300,5,80111651,80256048,256987
SERP1,conditionTB,0.052,0.069592337,ENSG00000120742,3,150541998,150603228,27230
SERPINA1,conditionTB,0.19,0.229385639,ENSG00000197249,14,94376747,94390693,5265
SERPINB1,conditionTB,0.0019,0.003077176,ENSG00000021355,6,2832332,2841959,1992
SERPINB10,conditionTB,0.02,0.028531754,ENSG00000242550,18,63897174,63936111,5273
SERPINB2,conditionTB,0,0,ENSG00000197632,18,63871692,63903888,5055
SERPINB6,conditionTB,0,0,ENSG00000124570,6,2948159,2972165,5269
SERPINB7,conditionTB,3.30E-16,1.26E-15,ENSG00000166396,18,63752935,63805376,8710
SERPINB8,conditionTB,8.30E-11,2.39E-10,ENSG00000166401,18,63970029,64019779,5271
SERPINB9,conditionTB,0,0,ENSG00000170542,6,2887270,2903309,5272
SERPIND1,conditionTB,0.14,0.173380606,ENSG00000099937,22,20774113,20787720,3053
SERPINE1,conditionTB,0,0,ENSG00000106366,7,101127104,101139247,5054
SERPINE2,conditionTB,1.70E-10,4.79E-10,ENSG00000135919,2,223975045,224039318,5270
SERPINF1,conditionTB,1.20E-13,4.06E-13,ENSG00000132386,17,1762029,1777565,5176
SERPINF2,conditionTB,2.70E-11,7.97E-11,ENSG00000167711,17,1742836,1755265,5345
SERPING1,conditionTB,0.0012,0.001982781,ENSG00000149131,11,57597387,57619171,710
SERPINH1,conditionTB,1.20E-07,2.82E-07,ENSG00000149257,11,75562056,75572783,871
SERPINI1,conditionTB,0.56,0.607666977,ENSG00000163536,3,167735243,167825569,5274
SERTAD1,conditionTB,0,0,ENSG00000197019,19,40421589,40425992,29950
SERTAD2,conditionTB,0,0,ENSG00000179833,2,64631621,64751005,9792
SERTAD3,conditionTB,7.90E-07,1.75E-06,ENSG00000167565,19,40440844,40444335,29946
SESN1,conditionTB,0.0048,0.007426154,ENSG00000080546,6,108986437,109094819,27244
SESN2,conditionTB,0,0,ENSG00000130766,1,28259518,28282491,83667
SESN3,conditionTB,0,0,ENSG00000149212,11,95165513,95232541,143686
SESTD1,conditionTB,0,0,ENSG00000187231,2,179101678,179264832,91404
SET,conditionTB,0.65,0.691946667,ENSG00000119335,9,128683424,128696400,6418
SETBP1,conditionTB,3.80E-13,1.25E-12,ENSG00000152217,18,44680173,45068510,26040
SETD1A,conditionTB,1.60E-04,2.89E-04,ENSG00000099381,16,30957754,30984664,9739
SETD1B,conditionTB,0.59,0.635972844,ENSG00000139718,12,121804009,121832656,23067
SETD2,conditionTB,7.50E-05,1.40E-04,ENSG00000181555,3,47016429,47164113,29072
SETD3,conditionTB,1.10E-09,2.96E-09,ENSG00000183576,14,99397748,99480889,84193
SETD4,conditionTB,0.24,0.283767454,ENSG00000185917,21,36034541,36079389,54093
SETD5,conditionTB,0,0,ENSG00000168137,3,9397615,9479240,55209
SETD6,conditionTB,0.047,0.063404847,ENSG00000103037,16,58515479,58523842,79918
SETD7,conditionTB,0,0,ENSG00000145391,4,139495941,139606699,80854
SETD8,conditionTB,1.60E-08,3.98E-08,ENSG00000183955,12,123383773,123409353,387893
SETD9,conditionTB,0.91,0.92281318,ENSG00000155542,5,56909260,56925532,133383
SETDB1,conditionTB,2.20E-06,4.70E-06,ENSG00000143379,1,150926263,150964744,9869
SETDB2,conditionTB,0,0,ENSG00000136169,13,49444374,49495003,83852
SETMAR,conditionTB,0.37,0.419954509,ENSG00000170364,3,4303304,4317567,6419
SETSIP,conditionTB,0.098,0.125034791,ENSG00000230667,1,92074533,92075441,646817
SETX,conditionTB,0.19,0.229385639,ENSG00000107290,9,132261356,132354986,23064
SEZ6,conditionTB,0.63,0.673478194,ENSG00000063015,17,28954901,29006440,124925
SEZ6L,conditionTB,0.19,0.229385639,ENSG00000100095,22,26169462,26383597,23544
SEZ6L2,conditionTB,0.15,0.184765935,ENSG00000174938,16,29871159,29899550,26470
SF1,conditionTB,0.011,0.016229356,ENSG00000136931,11,64764606,64778786,7536
SF3A1,conditionTB,5.60E-16,2.12E-15,ENSG00000099995,22,30331988,30356919,10291
SF3A2,conditionTB,0.021,0.029879022,ENSG00000104897,19,2236824,2248655,8175
SF3A3,conditionTB,0,0,ENSG00000183431,1,37956975,37990075,10946
SF3B1,conditionTB,3.80E-05,7.27E-05,ENSG00000115524,2,197388515,197435079,23451
SF3B2,conditionTB,0.079,0.102515835,ENSG00000087365,11,66050729,66069308,10992
SF3B3,conditionTB,0.47,0.519857505,ENSG00000189091,16,70523791,70577670,23450
SF3B4,conditionTB,0.19,0.229385639,ENSG00000143368,1,149923317,149927803,10262
SF3B5,conditionTB,0.23,0.273122557,ENSG00000169976,6,144094884,144095573,83443
SF3B6,conditionTB,0.19,0.229385639,ENSG00000115128,2,24067586,24076373,51639
SFI1,conditionTB,0,0,ENSG00000198089,22,31488688,31618588,9814
SFMBT1,conditionTB,0.017,0.024502166,ENSG00000163935,3,52903572,53046750,51460
SFMBT2,conditionTB,0,0,ENSG00000198879,10,7158624,7411488,57713
SFPQ,conditionTB,0,0,ENSG00000116560,1,35176378,35193145,6421
SFR1,conditionTB,0.58,0.626789388,ENSG00000156384,10,104122058,104126385,119392
SFRP5,conditionTB,0.51,0.559714084,ENSG00000120057,10,97766751,97771999,6425
SFSWAP,conditionTB,6.50E-06,1.33E-05,ENSG00000061936,12,131711081,131799738,6433
SFT2D1,conditionTB,0.012,0.017630284,ENSG00000198818,6,166319728,166342576,113402
SFT2D2,conditionTB,2.40E-05,4.66E-05,ENSG00000213064,1,168225938,168253021,375035
SFTPB,conditionTB,0.9,0.914996726,ENSG00000168878,2,85657314,85668741,6439
SFXN1,conditionTB,0.036,0.049619414,ENSG00000164466,5,175477062,175529742,94081
SFXN2,conditionTB,0.035,0.048307814,ENSG00000156398,10,102714538,102743492,118980
SFXN3,conditionTB,0,0,ENSG00000107819,10,101031234,101041244,81855
SFXN4,conditionTB,4.90E-04,8.46E-04,ENSG00000183605,10,119140767,119165714,119559
SFXN5,conditionTB,2.90E-15,1.06E-14,ENSG00000144040,2,72942036,73075619,94097
SGCB,conditionTB,2.10E-07,4.84E-07,ENSG00000163069,4,52020706,52038299,6443
SGCD,conditionTB,1.00E-07,2.36E-07,ENSG00000170624,5,155870344,156767788,6444
SGCE,conditionTB,0.0092,0.013715578,ENSG00000127990,7,94524204,94656572,8910
SGF29,conditionTB,3.40E-05,6.54E-05,ENSG00000176476,16,28553915,28591790,112869
SGIP1,conditionTB,0.0065,0.00989842,ENSG00000118473,1,66533267,66751139,84251
SGK1,conditionTB,0,0,ENSG00000118515,6,134169248,134318112,6446
SGK3,conditionTB,0.28,0.326176422,ENSG00000104205,8,66712734,66862022,23678
SGMS1,conditionTB,4.80E-07,1.08E-06,ENSG00000198964,10,50305586,50625163,259230
SGMS2,conditionTB,0.65,0.691946667,ENSG00000164023,4,107824563,107915047,166929
SGOL1,conditionTB,0.0023,0.003690778,ENSG00000129810,3,20160593,20186206,151648
SGOL2,conditionTB,1.00E-15,3.74E-15,ENSG00000163535,2,200510008,200584096,151246
SGPL1,conditionTB,0,0,ENSG00000166224,10,70815948,70881184,8879
SGPP1,conditionTB,5.50E-04,9.45E-04,ENSG00000126821,14,63684216,63728065,81537
SGPP2,conditionTB,0,0,ENSG00000163082,2,222424543,222562621,130367
SGSH,conditionTB,0,0,ENSG00000181523,17,80206716,80220923,6448
SGSM1,conditionTB,0.019,0.027191232,ENSG00000167037,22,24806169,24927578,129049
SGSM2,conditionTB,0.014,0.02041198,ENSG00000141258,17,2337498,2381058,9905
SGSM3,conditionTB,0,0,ENSG00000100359,22,40370591,40410289,27352
SGTA,conditionTB,1.40E-12,4.45E-12,ENSG00000104969,19,2754715,2783362,6449
SGTB,conditionTB,0.032,0.044373164,ENSG00000197860,5,65665928,65723035,54557
SH2B1,conditionTB,1.70E-05,3.35E-05,ENSG00000178188,16,28846600,28874212,25970
SH2B2,conditionTB,0.79,0.817197009,ENSG00000160999,7,102285091,102321711,10603
SH2B3,conditionTB,0.024,0.033895482,ENSG00000111252,12,111405923,111451623,10019
SH2D1A,conditionTB,1.60E-11,4.79E-11,ENSG00000183918,X,124227868,124373197,4068
SH2D1B,conditionTB,1.30E-13,4.39E-13,ENSG00000198574,1,162395268,162412138,117157
SH2D2A,conditionTB,0,0,ENSG00000027869,1,156806243,156816848,9047
SH2D3A,conditionTB,2.10E-12,6.62E-12,ENSG00000125731,19,6752160,6767463,10045
SH2D3C,conditionTB,6.80E-10,1.85E-09,ENSG00000095370,9,127738317,127778710,10044
SH2D4A,conditionTB,0.0053,0.008153667,ENSG00000104611,8,19313693,19396218,63898
SH2D6,conditionTB,0.039,0.053406645,ENSG00000152292,2,85418931,85437029,284948
SH3BGR,conditionTB,0.59,0.635972844,ENSG00000185437,21,39445855,39515506,6450
SH3BGRL,conditionTB,0.013,0.019033428,ENSG00000131171,X,81202102,81298547,6451
SH3BGRL2,conditionTB,1.20E-05,2.40E-05,ENSG00000198478,6,79631329,79703655,83699
SH3BGRL3,conditionTB,0,0,ENSG00000142669,1,26280086,26281522,83442
SH3BP1,conditionTB,0,0,ENSG00000100092,22,37634654,37656117,23616
SH3BP2,conditionTB,4.00E-11,1.17E-10,ENSG00000087266,4,2793071,2841098,6452
SH3BP4,conditionTB,0.0039,0.006097896,ENSG00000130147,2,234952017,235055714,23677
SH3BP5,conditionTB,0,0,ENSG00000131370,3,15254353,15341368,9467
SH3BP5L,conditionTB,0,0,ENSG00000175137,1,248810446,248825915,80851
SH3D19,conditionTB,0.042,0.057156326,ENSG00000109686,4,151102751,151325605,152503
SH3D21,conditionTB,0.0027,0.004300547,ENSG00000214193,1,36306368,36329340,79729
SH3GL1,conditionTB,1.10E-12,3.52E-12,ENSG00000141985,19,4360370,4400547,6455
SH3GLB1,conditionTB,4.00E-15,1.46E-14,ENSG00000097033,1,86704570,86748184,51100
SH3GLB2,conditionTB,1.50E-11,4.49E-11,ENSG00000148341,9,129007036,129028331,56904
SH3KBP1,conditionTB,1.00E-11,3.03E-11,ENSG00000147010,X,19533977,19887600,30011
SH3PXD2A,conditionTB,6.80E-04,0.001157665,ENSG00000107957,10,103594027,103855543,9644
SH3PXD2B,conditionTB,1.50E-09,4.01E-09,ENSG00000174705,5,172325000,172454525,285590
SH3RF1,conditionTB,7.90E-14,2.70E-13,ENSG00000154447,4,169094259,169270956,57630
SH3RF3,conditionTB,0.0046,0.007136487,ENSG00000172985,2,109129205,109504634,344558
SH3TC1,conditionTB,0,0,ENSG00000125089,4,8182072,8241803,54436
SH3YL1,conditionTB,0.65,0.691946667,ENSG00000035115,2,217730,266398,26751
SHANK1,conditionTB,0.23,0.273122557,ENSG00000161681,19,50659255,50719802,50944
SHANK3,conditionTB,0.053,0.070808568,ENSG00000251322,22,50674415,50733298,85358
SHARPIN,conditionTB,0,0,ENSG00000179526,8,144098633,144108124,81858
SHB,conditionTB,0,0,ENSG00000107338,9,37915898,38069227,6461
SHC1,conditionTB,1.40E-06,3.03E-06,ENSG00000160691,1,154962298,154974395,6464
SHC3,conditionTB,0.19,0.229385639,ENSG00000148082,9,89005771,89178818,53358
SHCBP1,conditionTB,0.16,0.19639111,ENSG00000171241,16,46578591,46621379,79801
SHE,conditionTB,0.91,0.92281318,ENSG00000169291,1,154469772,154502412,126669
SHF,conditionTB,3.30E-16,1.26E-15,ENSG00000138606,15,45167214,45201175,90525
SHFM1,conditionTB,6.70E-16,2.53E-15,ENSG00000127922,7,96481626,96709891,7979
SHISA4,conditionTB,0.005,0.00772019,ENSG00000198892,1,201888680,201892587,149345
SHISA5,conditionTB,0.018,0.02583686,ENSG00000164054,3,48467798,48504826,51246
SHISA8,conditionTB,0.0058,0.008884728,ENSG00000234965,22,41909543,41915074,440829
SHKBP1,conditionTB,3.60E-05,6.90E-05,ENSG00000160410,19,40576853,40591399,92799
SHMT1,conditionTB,6.50E-12,1.99E-11,ENSG00000176974,17,18327860,18363563,6470
SHMT2,conditionTB,0.61,0.655054954,ENSG00000182199,12,57229573,57234935,6472
SHOC2,conditionTB,0,0,ENSG00000108061,10,110919593,111013666,8036
SHOX2,conditionTB,0.19,0.229385639,ENSG00000168779,3,158095905,158106420,6474
SHPK,conditionTB,1.10E-08,2.77E-08,ENSG00000197417,17,3608240,3636250,23729
SHPRH,conditionTB,2.10E-06,4.50E-06,ENSG00000146414,6,145864245,145964423,257218
SHQ1,conditionTB,1.00E-12,3.21E-12,ENSG00000144736,3,72749277,72861914,55164
SHROOM1,conditionTB,0.57,0.617606824,ENSG00000164403,5,132822141,132830659,134549
SHROOM3,conditionTB,5.10E-08,1.23E-07,ENSG00000138771,4,76435229,76783253,57619
SHROOM4,conditionTB,0.24,0.283767454,ENSG00000158352,X,50591642,50814302,57477
SHTN1,conditionTB,0,0,ENSG00000187164,10,116881477,117126586,57698
SIAE,conditionTB,0.06,0.079393882,ENSG00000110013,11,124633113,124695707,54414
SIAH1,conditionTB,0.005,0.00772019,ENSG00000196470,16,48356364,48448402,6477
SIAH2,conditionTB,0,0,ENSG00000181788,3,150741125,150763477,6478
SIAH3,conditionTB,0.17,0.207408313,ENSG00000215475,13,45777242,45851753,283514
SIDT1,conditionTB,0,0,ENSG00000072858,3,113532555,113629575,54847
SIDT2,conditionTB,0,0,ENSG00000149577,11,117178736,117197445,51092
SIGIRR,conditionTB,3.80E-09,9.89E-09,ENSG00000185187,11,405716,417455,59307
SIGLEC1,conditionTB,1.10E-16,4.29E-16,ENSG00000088827,20,3686970,3712600,6614
SIGLEC10,conditionTB,0,0,ENSG00000142512,19,51410020,51417803,89790
SIGLEC11,conditionTB,0,0,ENSG00000161640,19,49948985,49961172,114132
SIGLEC12,conditionTB,5.10E-08,1.23E-07,ENSG00000254521,19,51491227,51501800,89858
SIGLEC14,conditionTB,5.50E-06,1.14E-05,ENSG00000254415,19,51642553,51646801,100049587
SIGLEC15,conditionTB,0.0088,0.013155746,ENSG00000197046,18,45825675,45844094,284266
SIGLEC5,conditionTB,2.20E-16,8.48E-16,ENSG00000105501,19,51610960,51646889,8778
SIGLEC5,conditionTB,2.20E-16,8.48E-16,ENSG00000105501,19,51611927,51645545,
SIGLEC6,conditionTB,0.83,0.8530793,ENSG00000105492,19,51517819,51531856,946
SIGLEC7,conditionTB,0,0,ENSG00000168995,19,51142299,51153526,27036
SIGLEC9,conditionTB,0,0,ENSG00000129450,19,51124906,51136651,27180
SIGMAR1,conditionTB,0,0,ENSG00000147955,9,34634722,34637844,10280
SIK1,conditionTB,0,0,ENSG00000142178,21,43414483,43427131,150094
SIK2,conditionTB,0.39,0.440045223,ENSG00000170145,11,111602449,111730855,23235
SIK3,conditionTB,0,0,ENSG00000160584,11,116843402,117098437,23387
SIKE1,conditionTB,1.70E-10,4.79E-10,ENSG00000052723,1,114769479,114780685,80143
SIL1,conditionTB,4.80E-11,1.40E-10,ENSG00000120725,5,138946724,139293557,64374
SIMC1,conditionTB,9.70E-07,2.13E-06,ENSG00000170085,5,176238367,176345991,375484
SIN3A,conditionTB,4.50E-07,1.01E-06,ENSG00000169375,15,75369379,75455842,25942
SIN3B,conditionTB,0,0,ENSG00000127511,19,16829398,16880353,23309
SIPA1,conditionTB,0,0,ENSG00000213445,11,65638101,65650918,6494
SIPA1L1,conditionTB,0,0,ENSG00000197555,14,71320449,71741229,26037
SIPA1L2,conditionTB,0,0,ENSG00000116991,1,232397965,232630571,57568
SIPA1L3,conditionTB,0,0,ENSG00000105738,19,37907208,38208369,23094
SIRPA,conditionTB,0.6,0.645606469,ENSG00000198053,20,1894167,1940592,140885
SIRPB1,conditionTB,0,0,ENSG00000101307,20,1561385,1620061,10326
SIRPB2,conditionTB,0,0,ENSG00000196209,20,1470741,1491587,284759
SIRPD,conditionTB,0,0,ENSG00000125900,20,1534251,1557705,128646
SIRPG,conditionTB,0.24,0.283767454,ENSG00000089012,20,1629152,1657779,55423
SIRT1,conditionTB,0,0,ENSG00000096717,10,67884656,67918390,23411
SIRT2,conditionTB,2.40E-15,8.82E-15,ENSG00000068903,19,38878555,38899862,22933
SIRT3,conditionTB,9.90E-07,2.17E-06,ENSG00000142082,11,215030,236931,23410
SIRT4,conditionTB,0.56,0.607666977,ENSG00000089163,12,120302316,120313249,23409
SIRT5,conditionTB,0.087,0.112188648,ENSG00000124523,6,13574227,13615158,23408
SIRT6,conditionTB,0.21,0.251338016,ENSG00000077463,19,4174109,4182566,51548
SIRT7,conditionTB,0.35,0.3992,ENSG00000187531,17,81911939,81921323,51547
SIT1,conditionTB,0.067,0.087923734,ENSG00000137078,9,35649295,35650950,27240
SIVA1,conditionTB,0.0091,0.013576636,ENSG00000184990,14,104753147,104768494,10572
SIX5,conditionTB,6.40E-04,0.001093297,ENSG00000177045,19,45764785,45769252,147912
SKA1,conditionTB,0.041,0.055915276,ENSG00000154839,18,50375040,50394168,220134
SKA2,conditionTB,0,0,ENSG00000182628,17,59109857,59155260,348235
SKA3,conditionTB,0.93,0.939005637,ENSG00000165480,13,21153595,21176552,221150
SKAP1,conditionTB,2.10E-05,4.10E-05,ENSG00000141293,17,48133442,48430275,8631
SKAP2,conditionTB,0,0,ENSG00000005020,7,26667068,26995239,8935
SKI,conditionTB,5.50E-04,9.45E-04,ENSG00000157933,1,2228319,2310213,6497
SKIL,conditionTB,0,0,ENSG00000136603,3,170357678,170396835,6498
SKIV2L,conditionTB,6.70E-04,0.001141058,ENSG00000204351,6,31959117,31969751,6499
SKIV2L2,conditionTB,7.10E-04,0.00120624,ENSG00000039123,5,55307989,55425579,23517
SKOR1,conditionTB,0.1,0.127018182,ENSG00000188779,15,67819704,67834582,390598
SKP1,conditionTB,0,0,ENSG00000113558,5,134148935,134176964,6500
SKP2,conditionTB,7.70E-12,2.35E-11,ENSG00000145604,5,36151989,36196849,6502
SLA,conditionTB,0,0,ENSG00000109618,8,133036728,133102912,6503
SLA2,conditionTB,0,0,ENSG00000101082,20,36612318,36646196,84174
SLAIN1,conditionTB,2.80E-08,6.86E-08,ENSG00000139737,13,77697687,77764242,122060
SLAIN2,conditionTB,2.60E-10,7.25E-10,ENSG00000109171,4,48341529,48426201,57606
SLAMF1,conditionTB,0,0,ENSG00000117090,1,160608106,160647295,6504
SLAMF6,conditionTB,0.0081,0.012175707,ENSG00000162739,1,160485030,160523262,114836
SLAMF7,conditionTB,0,0,ENSG00000026751,1,160739057,160754821,57823
SLAMF8,conditionTB,0.049,0.065873954,ENSG00000158714,1,159826811,159837492,56833
SLAMF9,conditionTB,0.026,0.03652076,ENSG00000162723,1,159951492,159954237,89886
