ensembl_gene_id	gene_biotype	hgnc_symbol
ENSG00000183643	lincRNA	C15orf32
ENSG00000167634	protein_coding	NLRP7
ENSG00000166532	protein_coding	RIMKLB
ENSG00000228022	lincRNA	HCG20
ENSG00000258647	lincRNA	LINC00930
ENSG00000282611	processed_pseudogene	CNN2P12
ENSG00000079459	protein_coding	FDFT1
ENSG00000132522	protein_coding	GPS2
ENSG00000233461	antisense	
ENSG00000278201	protein_coding	KIR2DL4
ENSG00000128891	protein_coding	C15orf57
ENSG00000138614	protein_coding	VWA9
ENSG00000121039	protein_coding	RDH10
ENSG00000180822	protein_coding	PSMG4
ENSG00000070444	protein_coding	MNT
ENSG00000279345	antisense	
ENSG00000236867	processed_pseudogene	
ENSG00000177854	protein_coding	TMEM187
ENSG00000023608	protein_coding	SNAPC1
ENSG00000141646	protein_coding	SMAD4
ENSG00000260337	processed_transcript	
ENSG00000211661	IG_V_gene	IGLV3-22
ENSG00000258676	processed_transcript	
ENSG00000244476	protein_coding	ERVFRD-1
ENSG00000169174	protein_coding	PCSK9
ENSG00000230907	protein_coding	FKBPL
ENSG00000169231	protein_coding	THBS3
ENSG00000161634	protein_coding	DCD
ENSG00000165084	protein_coding	C8orf34
ENSG00000229384	processed_pseudogene	HMGB1P16
ENSG00000197563	protein_coding	PIGN
ENSG00000124249	protein_coding	KCNK15
ENSG00000100425	protein_coding	BRD1
ENSG00000138688	protein_coding	KIAA1109
ENSG00000214894	lincRNA	
ENSG00000258584	antisense	FAM181A-AS1
ENSG00000282465	IG_V_pseudogene	IGHVII-49-1
ENSG00000132832	antisense	LINC01260
ENSG00000277574	IG_V_gene	IGHV5-51
ENSG00000265139	lincRNA	
ENSG00000237923	lincRNA	
ENSG00000250032	lincRNA	
ENSG00000263749	processed_pseudogene	OOSP1P2
ENSG00000251518	lincRNA	
ENSG00000275316	IG_V_gene	IGHV3-49
ENSG00000269055	processed_pseudogene	BNIP3P18
ENSG00000181638	protein_coding	ZFP41
ENSG00000140067	protein_coding	FAM181A
ENSG00000268620	unprocessed_pseudogene	
ENSG00000166002	protein_coding	SMCO4
ENSG00000248533	lincRNA	
ENSG00000267383	antisense	
ENSG00000258744	antisense	
ENSG00000010322	protein_coding	NISCH
ENSG00000001460	protein_coding	STPG1
ENSG00000224586	protein_coding	GPX5
ENSG00000131264	protein_coding	CDX4
ENSG00000211662	IG_V_gene	IGLV3-21
ENSG00000227117	antisense	HORMAD2-AS1
ENSG00000092009	protein_coding	CMA1
ENSG00000264515	processed_transcript	
ENSG00000234825	processed_pseudogene	XRCC6P2
ENSG00000245466	lincRNA	
ENSG00000185515	protein_coding	BRCC3
ENSG00000249735	unprocessed_pseudogene	
ENSG00000165164	protein_coding	CFAP47
ENSG00000259115	lincRNA	
ENSG00000267641	processed_pseudogene	BNIP3P16
ENSG00000090581	protein_coding	GNPTG
ENSG00000262456	antisense	
ENSG00000258524	processed_pseudogene	NT5CP1
ENSG00000112419	protein_coding	PHACTR2
ENSG00000236741	processed_pseudogene	
ENSG00000096093	protein_coding	EFHC1
ENSG00000260867	antisense	
ENSG00000226272	antisense	ARHGAP26-AS1
ENSG00000223533	protein_coding	CCHCR1
ENSG00000253756	processed_pseudogene	CARSP2
ENSG00000265241	protein_coding	RBM8A
ENSG00000256139	sense_overlapping	
ENSG00000282414	IG_V_pseudogene	IGHV3-62
ENSG00000142224	protein_coding	IL19
ENSG00000211923	IG_D_gene	IGHD3-10
ENSG00000282560	IG_V_pseudogene	IGHV3-63
ENSG00000248461	lincRNA	
ENSG00000211957	IG_V_gene	IGHV3-35
ENSG00000227838	lincRNA	
ENSG00000282691	IG_V_gene	IGHV4-59
ENSG00000211915	IG_D_gene	IGHD5-18
ENSG00000231495	lincRNA	
ENSG00000204469	protein_coding	PRRC2A
ENSG00000250003	lincRNA	
ENSG00000182759	protein_coding	MAFA
ENSG00000155980	protein_coding	KIF5A
ENSG00000282082	IG_V_pseudogene	IGHVII-60-1
ENSG00000281923	IG_V_pseudogene	IGHVII-53-1
ENSG00000106948	protein_coding	AKNA
ENSG00000282616	IG_V_pseudogene	IGHV4-55
ENSG00000282593	IG_V_gene	IGHV3-53
ENSG00000168418	protein_coding	KCNG4
ENSG00000114670	protein_coding	NEK11
ENSG00000224949	processed_pseudogene	
ENSG00000079277	protein_coding	MKNK1
ENSG00000256862	antisense	
ENSG00000259459	lincRNA	
ENSG00000170178	protein_coding	HOXD12
ENSG00000181381	protein_coding	DDX60L
ENSG00000237034	unprocessed_pseudogene	MICC
ENSG00000231480	processed_pseudogene	SNRPGP13
ENSG00000153060	protein_coding	TEKT5
ENSG00000282669	processed_pseudogene	AK3P2
ENSG00000243519	IG_V_pseudogene	IGLVIVOR22-2
ENSG00000249042	antisense	
ENSG00000234106	processed_pseudogene	
ENSG00000282586	IG_V_pseudogene	IGHV3-60
ENSG00000070761	protein_coding	CFAP20
ENSG00000078902	protein_coding	TOLLIP
ENSG00000274236	IG_V_gene	IGHV3-64
ENSG00000116830	protein_coding	TTF2
ENSG00000235144	unprocessed_pseudogene	HLA-W
ENSG00000013619	protein_coding	MAMLD1
ENSG00000198944	protein_coding	SOWAHA
ENSG00000230400	lincRNA	
ENSG00000128989	protein_coding	ARPP19
ENSG00000066336	protein_coding	SPI1
ENSG00000237775	antisense	DDR1-AS1
ENSG00000269919	sense_intronic	
ENSG00000223448	protein_coding	LTB
ENSG00000231804	processed_pseudogene	
ENSG00000250684	processed_pseudogene	
ENSG00000235040	unprocessed_pseudogene	MTCO3P1
ENSG00000126952	protein_coding	NXF5
ENSG00000239836	protein_coding	PSMB9
ENSG00000272203	lincRNA	
ENSG00000230736	lincRNA	
ENSG00000228524	transcribed_unprocessed_pseudogene	HLA-J
ENSG00000236158	processed_pseudogene	RFC3P1
ENSG00000226169	antisense	
ENSG00000241680	processed_pseudogene	RPL31P49
ENSG00000271093	IG_C_pseudogene	IGLCOR22-2
ENSG00000234664	processed_pseudogene	HMGN2P5
ENSG00000260858	lincRNA	
ENSG00000133612	protein_coding	AGAP3
ENSG00000160050	protein_coding	CCDC28B
ENSG00000128276	protein_coding	RFPL3
ENSG00000230773	lincRNA	
ENSG00000205126	protein_coding	ACCSL
ENSG00000238250	sense_intronic	ST6GAL2-IT1
ENSG00000256690	antisense	
ENSG00000261684	antisense	
ENSG00000227294	antisense	
ENSG00000227574	antisense	
ENSG00000077380	protein_coding	DYNC1I2
ENSG00000267141	antisense	
ENSG00000276672	sense_intronic	
ENSG00000214161	processed_pseudogene	SDC4P
ENSG00000275423	processed_pseudogene	
ENSG00000267125	antisense	
ENSG00000236580	processed_pseudogene	
ENSG00000282821	IG_V_pseudogene	IGHV3-65
ENSG00000272356	antisense	
ENSG00000250223	sense_intronic	LINC01216
ENSG00000250318	unprocessed_pseudogene	
ENSG00000106299	protein_coding	WASL
ENSG00000220506	processed_pseudogene	
ENSG00000251219	sense_intronic	LINC01217
ENSG00000129911	protein_coding	KLF16
ENSG00000136098	protein_coding	NEK3
ENSG00000160345	protein_coding	C9orf116
ENSG00000165061	protein_coding	ZMAT4
ENSG00000181123	antisense	
ENSG00000249717	antisense	
ENSG00000100036	protein_coding	SLC35E4
ENSG00000183066	protein_coding	WBP2NL
ENSG00000249606	unprocessed_pseudogene	TRAPPC2P7
ENSG00000060762	protein_coding	MPC1
ENSG00000222032	lincRNA	
ENSG00000236110	unprocessed_pseudogene	OR2AM1P
ENSG00000205301	protein_coding	MGAT4D
ENSG00000281815	processed_pseudogene	
ENSG00000133119	protein_coding	RFC3
ENSG00000279456	TEC	
ENSG00000136485	protein_coding	DCAF7
ENSG00000080189	protein_coding	SLC35C2
ENSG00000230519	processed_pseudogene	
ENSG00000138760	protein_coding	SCARB2
ENSG00000219027	processed_pseudogene	RPS3AP2
ENSG00000256340	transcribed_unprocessed_pseudogene	ABCC6P1
ENSG00000280077	TEC	
ENSG00000231889	antisense	TRAF3IP2-AS1
ENSG00000164035	protein_coding	EMCN
ENSG00000260464	lincRNA	
ENSG00000256504	lincRNA	
ENSG00000028310	protein_coding	BRD9
ENSG00000179028	lincRNA	
ENSG00000005448	protein_coding	WDR54
ENSG00000273471	processed_transcript	
ENSG00000244124	antisense	ATP1B3-AS1
ENSG00000166363	protein_coding	OR10A5
ENSG00000056097	protein_coding	ZFR
ENSG00000280133	TEC	
ENSG00000271164	processed_pseudogene	
ENSG00000231275	processed_pseudogene	HNRNPA1P2
ENSG00000255575	processed_pseudogene	
ENSG00000059588	protein_coding	TARBP1
ENSG00000232259	lincRNA	
ENSG00000242536	lincRNA	
ENSG00000234318	lincRNA	
ENSG00000106624	protein_coding	AEBP1
ENSG00000228874	processed_pseudogene	
ENSG00000275454	antisense	
ENSG00000274515	antisense	
ENSG00000167693	protein_coding	NXN
ENSG00000260853	antisense	
ENSG00000184939	protein_coding	ZFP90
ENSG00000173548	protein_coding	SNX33
ENSG00000235724	antisense	
ENSG00000135127	protein_coding	CCDC64
ENSG00000242038	protein_coding	EGFL8
ENSG00000119673	protein_coding	ACOT2
ENSG00000234280	protein_coding	C6orf10
ENSG00000130810	protein_coding	PPAN
ENSG00000104381	protein_coding	GDAP1
ENSG00000175857	protein_coding	GAPT
ENSG00000237774	processed_pseudogene	
ENSG00000257121	processed_pseudogene	
ENSG00000013275	protein_coding	PSMC4
ENSG00000133316	protein_coding	WDR74
ENSG00000162006	protein_coding	MSLNL
ENSG00000235931	lincRNA	LINC01553
ENSG00000249150	lincRNA	
ENSG00000260445	unprocessed_pseudogene	
ENSG00000260524	unprocessed_pseudogene	CYP3A52P
ENSG00000237163	processed_pseudogene	
ENSG00000176953	protein_coding	NFATC2IP
ENSG00000187135	protein_coding	VSTM2B
ENSG00000254286	antisense	
ENSG00000267801	antisense	
ENSG00000274215	lincRNA	
ENSG00000128510	protein_coding	CPA4
ENSG00000157911	protein_coding	PEX10
ENSG00000229537	lincRNA	
ENSG00000244280	transcribed_unprocessed_pseudogene	ECEL1P2
ENSG00000272298	processed_transcript	
ENSG00000225062	processed_transcript	CATIP-AS1
ENSG00000279136	TEC	
ENSG00000279039	TEC	
ENSG00000260239	lincRNA	
ENSG00000131469	protein_coding	RPL27
ENSG00000132481	protein_coding	TRIM47
ENSG00000189007	protein_coding	ADAT2
ENSG00000232885	antisense	GPC5-AS2
ENSG00000062096	protein_coding	ARSF
ENSG00000240128	processed_pseudogene	KRT18P43
ENSG00000116962	protein_coding	NID1
ENSG00000180263	protein_coding	FGD6
ENSG00000226024	processed_pseudogene	COX5BP7
ENSG00000226487	lincRNA	
ENSG00000259715	lincRNA	
ENSG00000198670	protein_coding	LPA
ENSG00000227578	processed_pseudogene	RPS3AP53
ENSG00000228827	unprocessed_pseudogene	
ENSG00000185442	protein_coding	FAM174B
ENSG00000267006	lincRNA	
ENSG00000155890	protein_coding	TRIM42
ENSG00000008197	protein_coding	TFAP2D
ENSG00000236274	processed_pseudogene	
ENSG00000230596	transcribed_processed_pseudogene	GPAA1P2
ENSG00000137200	protein_coding	CMTR1
ENSG00000250650	processed_pseudogene	
ENSG00000197780	protein_coding	TAF13
ENSG00000280079	TEC	
ENSG00000163515	protein_coding	RETNLB
ENSG00000236240	sense_intronic	GPC5-IT1
ENSG00000249540	processed_pseudogene	
ENSG00000268516	antisense	
ENSG00000270716	processed_pseudogene	BNIP3P15
ENSG00000270710	processed_pseudogene	
ENSG00000236963	lincRNA	LINC01141
ENSG00000241400	processed_pseudogene	
ENSG00000230665	processed_pseudogene	PRKRIRP1
ENSG00000228696	protein_coding	ARL17B
ENSG00000188340	protein_coding	OR6N2
ENSG00000142396	processed_transcript	ERVK3-1
ENSG00000157021	unprocessed_pseudogene	FAM92A1P1
ENSG00000220157	processed_pseudogene	HNRNPA1P12
ENSG00000279387	TEC	
ENSG00000156735	protein_coding	BAG4
ENSG00000275923	lincRNA	
ENSG00000282294	IG_V_pseudogene	IGHVIII-51-1
ENSG00000146425	protein_coding	DYNLT1
ENSG00000168243	protein_coding	GNG4
ENSG00000076555	protein_coding	ACACB
ENSG00000235984	antisense	GPC5-AS1
ENSG00000259071	lincRNA	
ENSG00000272636	protein_coding	DOC2B
ENSG00000282045	IG_V_gene	IGHV3-66
ENSG00000112029	protein_coding	FBXO5
ENSG00000229287	processed_pseudogene	FABP5P4
ENSG00000196859	protein_coding	KRT39
ENSG00000263279	antisense	
ENSG00000256671	protein_coding	LIMS3L
ENSG00000260550	lincRNA	
ENSG00000282451	IG_V_gene	IGHV4-61
ENSG00000232444	lincRNA	
ENSG00000029639	protein_coding	TFB1M
ENSG00000249609	antisense	
ENSG00000282794	IG_V_pseudogene	IGHV3-57
ENSG00000167968	protein_coding	DNASE1L2
ENSG00000278129	protein_coding	ZNF8
ENSG00000179399	protein_coding	GPC5
ENSG00000214676	processed_pseudogene	RPL9P16
ENSG00000224538	unprocessed_pseudogene	MCCD1P1
ENSG00000233138	antisense	
ENSG00000227236	processed_pseudogene	
ENSG00000259064	processed_pseudogene	
ENSG00000259969	sense_overlapping	
ENSG00000267574	lincRNA	
ENSG00000230731	lincRNA	
ENSG00000229226	processed_pseudogene	BTF3L4P4
ENSG00000235697	unprocessed_pseudogene	DDX39BP1
ENSG00000272622	lincRNA	
ENSG00000228024	unprocessed_pseudogene	CYP1D1P
ENSG00000253803	processed_pseudogene	
ENSG00000275965	antisense	
ENSG00000282188	IG_V_pseudogene	IGHV3-52
ENSG00000266248	antisense	
ENSG00000138942	protein_coding	RNF185
ENSG00000258922	sense_intronic	
ENSG00000253745	lincRNA	
ENSG00000240132	processed_pseudogene	ETF1P2
ENSG00000276854	lincRNA	
ENSG00000261379	sense_intronic	
ENSG00000268201	sense_intronic	
ENSG00000269553	sense_intronic	
ENSG00000275347	processed_pseudogene	
ENSG00000164916	protein_coding	FOXK1
ENSG00000224400	lincRNA	
ENSG00000100490	protein_coding	CDKL1
ENSG00000258385	processed_pseudogene	
ENSG00000254580	lincRNA	
ENSG00000231665	processed_pseudogene	OGFOD1P1
ENSG00000279972	TEC	
ENSG00000250329	processed_pseudogene	KDELC1P1
ENSG00000198062	protein_coding	POTEH
ENSG00000227485	lincRNA	
ENSG00000255057	processed_pseudogene	
ENSG00000118564	protein_coding	FBXL5
ENSG00000229360	processed_pseudogene	PPP1R2P5
ENSG00000227258	antisense	SMIM2-AS1
ENSG00000183317	protein_coding	EPHA10
ENSG00000197745	protein_coding	SCGB1D4
ENSG00000137266	protein_coding	SLC22A23
ENSG00000255262	processed_pseudogene	TCEB2P2
ENSG00000198106	lincRNA	SNX29P2
ENSG00000226217	processed_pseudogene	RPL19P1
ENSG00000237027	antisense	
ENSG00000152242	protein_coding	C18orf25
ENSG00000255535	processed_pseudogene	
ENSG00000145439	protein_coding	CBR4
ENSG00000270695	processed_pseudogene	
ENSG00000229225	lincRNA	
ENSG00000171804	protein_coding	WDR87
ENSG00000269794	processed_pseudogene	
ENSG00000260413	transcribed_unprocessed_pseudogene	
ENSG00000250857	processed_pseudogene	TRIM60P15
ENSG00000166454	protein_coding	ATMIN
ENSG00000226905	processed_pseudogene	
ENSG00000260673	lincRNA	
ENSG00000182318	protein_coding	ZSCAN22
ENSG00000260206	antisense	
ENSG00000224269	antisense	
ENSG00000271593	lincRNA	
ENSG00000255627	processed_pseudogene	
ENSG00000236226	antisense	
ENSG00000205444	lincRNA	
ENSG00000203605	lincRNA	
ENSG00000196979	lincRNA	
ENSG00000185479	protein_coding	KRT6B
ENSG00000270210	lincRNA	
ENSG00000177971	protein_coding	IMP3
ENSG00000279851	lincRNA	
ENSG00000267713	transcribed_processed_pseudogene	
ENSG00000236111	processed_pseudogene	
ENSG00000101197	protein_coding	BIRC7
ENSG00000217385	processed_pseudogene	PSMC1P11
ENSG00000228798	lincRNA	
ENSG00000236543	antisense	
ENSG00000226641	processed_pseudogene	
ENSG00000267292	processed_pseudogene	
ENSG00000274939	protein_coding	TBC1D3B
ENSG00000244283	processed_pseudogene	RPL23AP73
ENSG00000270956	antisense	
ENSG00000214827	protein_coding	MTCP1
ENSG00000267692	processed_pseudogene	TAF9P3
ENSG00000255002	lincRNA	
ENSG00000231331	unprocessed_pseudogene	
ENSG00000145864	protein_coding	GABRB2
ENSG00000161800	protein_coding	RACGAP1
ENSG00000262990	processed_pseudogene	
ENSG00000186265	protein_coding	BTLA
ENSG00000269814	lincRNA	
ENSG00000174173	protein_coding	TRMT10C
ENSG00000232594	unprocessed_pseudogene	
ENSG00000159263	protein_coding	SIM2
ENSG00000213695	processed_pseudogene	RPS7P14
ENSG00000162891	protein_coding	IL20
ENSG00000266648	processed_pseudogene	SETP3
ENSG00000229353	protein_coding	TNXB
ENSG00000253954	processed_pseudogene	HMGN1P38
ENSG00000229195	lincRNA	
ENSG00000204007	protein_coding	GLT6D1
ENSG00000174151	protein_coding	CYB561D1
ENSG00000258562	processed_pseudogene	
ENSG00000154262	protein_coding	ABCA6
ENSG00000235991	unprocessed_pseudogene	
ENSG00000156886	protein_coding	ITGAD
ENSG00000260361	sense_intronic	
ENSG00000224253	unprocessed_pseudogene	HCG9P5
ENSG00000176160	protein_coding	HSF5
ENSG00000249555	processed_pseudogene	TMEM248P1
ENSG00000258527	processed_pseudogene	ASB9P1
ENSG00000158486	protein_coding	DNAH3
ENSG00000167468	protein_coding	GPX4
ENSG00000251436	processed_pseudogene	NUPL1P1
ENSG00000240484	processed_pseudogene	
ENSG00000205413	protein_coding	SAMD9
ENSG00000233105	unprocessed_pseudogene	
ENSG00000250149	lincRNA	
ENSG00000251649	lincRNA	
ENSG00000258741	transcribed_processed_pseudogene	
ENSG00000224585	unprocessed_pseudogene	
ENSG00000251005	processed_pseudogene	
ENSG00000228076	processed_pseudogene	
ENSG00000233447	unprocessed_pseudogene	
ENSG00000271763	antisense	
ENSG00000204568	protein_coding	MRPS18B
ENSG00000282807	lincRNA	
ENSG00000227960	sense_intronic	
ENSG00000235100	lincRNA	
ENSG00000160767	protein_coding	FAM189B
ENSG00000223620	processed_pseudogene	RBM48P1
ENSG00000235186	unprocessed_pseudogene	
ENSG00000279384	TEC	
ENSG00000250945	lincRNA	
ENSG00000240996	lincRNA	
ENSG00000236676	antisense	
ENSG00000215875	transcribed_processed_pseudogene	ST13P20
ENSG00000174586	protein_coding	ZNF497
ENSG00000130545	protein_coding	CRB3
ENSG00000238059	processed_pseudogene	HSPE1P21
ENSG00000234222	antisense	
ENSG00000010818	protein_coding	HIVEP2
ENSG00000087842	protein_coding	PIR
ENSG00000279598	TEC	
ENSG00000270462	antisense	
ENSG00000268230	processed_transcript	
ENSG00000270696	antisense	
ENSG00000262099	lincRNA	
ENSG00000232455	antisense	LARS2-AS1
ENSG00000107130	protein_coding	NCS1
ENSG00000236436	lincRNA	
ENSG00000279611	TEC	
ENSG00000258667	lincRNA	HIF1A-AS2
ENSG00000261012	lincRNA	
ENSG00000266088	lincRNA	
ENSG00000266196	lincRNA	
ENSG00000133706	protein_coding	LARS
ENSG00000279734	TEC	
ENSG00000123200	protein_coding	ZC3H13
ENSG00000278431	antisense	
ENSG00000121410	protein_coding	A1BG
ENSG00000163492	protein_coding	CCDC141
ENSG00000237529	antisense	
ENSG00000105699	protein_coding	LSR
ENSG00000107937	protein_coding	GTPBP4
ENSG00000253810	processed_pseudogene	PSAT1P1
ENSG00000178761	protein_coding	FAM219B
ENSG00000104886	protein_coding	PLEKHJ1
ENSG00000235443	protein_coding	ZNRD1
ENSG00000250949	lincRNA	
ENSG00000145833	protein_coding	DDX46
ENSG00000224105	protein_coding	C6orf15
ENSG00000091128	protein_coding	LAMB4
ENSG00000253543	processed_pseudogene	
ENSG00000121851	protein_coding	POLR3GL
ENSG00000254373	processed_pseudogene	
ENSG00000254010	antisense	
ENSG00000243758	processed_pseudogene	RPL35AP15
ENSG00000234575	unprocessed_pseudogene	CTSLP8
ENSG00000138442	protein_coding	WDR12
ENSG00000263684	antisense	
ENSG00000224494	processed_pseudogene	HNRNPA3P14
ENSG00000232411	lincRNA	
ENSG00000204403	polymorphic_pseudogene	CASP12
ENSG00000141639	protein_coding	MAPK4
ENSG00000272428	lincRNA	
ENSG00000235192	lincRNA	
ENSG00000215168	processed_pseudogene	
ENSG00000253484	lincRNA	
ENSG00000271148	lincRNA	
ENSG00000115266	protein_coding	APC2
ENSG00000213730	processed_pseudogene	POLD2P1
ENSG00000265670	lincRNA	
ENSG00000215520	processed_pseudogene	RPS4XP4
ENSG00000229749	processed_pseudogene	COTL1P1
ENSG00000278495	protein_coding	KIR2DL1
ENSG00000228126	lincRNA	FALEC
ENSG00000270335	processed_pseudogene	
ENSG00000265853	processed_pseudogene	
ENSG00000228541	lincRNA	
ENSG00000255419	protein_coding	MSH5-SAPCD1
ENSG00000220447	processed_pseudogene	
ENSG00000272714	transcribed_unprocessed_pseudogene	
ENSG00000049323	protein_coding	LTBP1
ENSG00000114127	protein_coding	XRN1
ENSG00000168005	protein_coding	C11orf84
ENSG00000279770	TEC	LINC00552
ENSG00000108244	protein_coding	KRT23
ENSG00000266910	processed_pseudogene	
ENSG00000102539	protein_coding	MLNR
ENSG00000250170	sense_intronic	RASA2-IT1
ENSG00000255871	lincRNA	
ENSG00000161031	protein_coding	PGLYRP2
ENSG00000266265	protein_coding	KLF14
ENSG00000282377	transcribed_unprocessed_pseudogene	
ENSG00000270427	processed_pseudogene	NRBF2P5
ENSG00000244556	processed_pseudogene	ODCP
ENSG00000265484	lincRNA	
ENSG00000255213	processed_pseudogene	NPM1P35
ENSG00000139343	protein_coding	SNRPF
ENSG00000274351	unprocessed_pseudogene	
ENSG00000276294	unprocessed_pseudogene	
ENSG00000224260	lincRNA	
ENSG00000010244	protein_coding	ZNF207
ENSG00000255740	lincRNA	
ENSG00000242598	processed_pseudogene	MED28P8
ENSG00000267650	antisense	
ENSG00000227713	lincRNA	
ENSG00000245748	antisense	
ENSG00000234683	processed_pseudogene	
ENSG00000187904	sense_overlapping	
ENSG00000107796	protein_coding	ACTA2
ENSG00000234953	antisense	
ENSG00000041880	protein_coding	PARP3
ENSG00000118990	processed_pseudogene	GLRXP3
ENSG00000263733	processed_pseudogene	
ENSG00000260676	lincRNA	LINC01541
ENSG00000146555	protein_coding	SDK1
ENSG00000230709	lincRNA	
ENSG00000278084	lincRNA	
ENSG00000139725	protein_coding	RHOF
ENSG00000230969	lincRNA	
ENSG00000155903	protein_coding	RASA2
ENSG00000243725	protein_coding	TTC4
ENSG00000239533	transcribed_unprocessed_pseudogene	GOLGA2P2Y
ENSG00000260328	lincRNA	
ENSG00000174652	protein_coding	ZNF266
ENSG00000040633	protein_coding	PHF23
ENSG00000243440	protein_coding	
ENSG00000205643	protein_coding	CDPF1
ENSG00000080573	protein_coding	COL5A3
ENSG00000281232	antisense	
ENSG00000122140	protein_coding	MRPS2
ENSG00000281020	protein_coding	SNTG2
ENSG00000213865	protein_coding	C8orf44
ENSG00000136574	protein_coding	GATA4
ENSG00000157916	protein_coding	RER1
ENSG00000064309	protein_coding	CDON
